mlp_ratio,sum_mlp_ratio,num_heads,sum_num_heads,embed_dim,sum_embed,layer_num,dss score,retrain accuracy100,resultfilename2,grasp score,snip score,training time
 32 32 32 16 32 ,144, 6 3 3 4 4 ,20, 128 128 128 128 128 ,640,5,320.3096008,93.97,config_11734067,-0.730207562,99.52203369,11:44
 32 32 16 8 16 32 ,136, 4 3 3 4 3 6 ,23, 32 32 32 32 32 32 ,192,6,18.79970932,90.95,config_11734068,-0.137604713,12.23112869,13:01
 32 16 8 16 16 ,88, 6 6 3 3 6 ,24, 32 32 32 32 32 ,160,5,23.98248291,91.9,config_11734069,-0.123912878,11.17603588,13:39
 16 16 16 32 8 16 ,104, 4 6 6 4 6 3 ,29, 64 64 64 64 64 64 ,384,6,80.22763062,90.95,config_11734070,-0.118132576,34.27826691,12:59
 16 32 16 32 ,96, 6 4 3 4 ,17, 64 64 64 64 ,256,4,82.62605286,91.9,config_11734071,-0.096370026,30.56667709,12:13
 8 8 32 16 8 32 32 ,136, 4 6 6 3 3 3 3 ,28, 64 64 64 64 64 64 64 ,448,7,74.20513153,92.06,config_11734072,-1.30385828,79.66734314,15:58
 32 16 16 8 ,72, 6 3 6 3 ,18, 64 64 64 64 ,256,4,81.1605835,91.75,config_11734073,-0.231875584,25.75525665,10:10
 8 8 8 32 8 32 8 ,104, 6 6 6 6 6 4 6 ,40, 196 196 196 196 196 196 196 ,1372,7,832.4285889,92.86,config_11734074,-1.82552886,339.408844,14:51
 32 16 32 32 32 8 ,152, 4 4 3 6 6 3 ,26, 64 64 64 64 64 64 ,384,6,76.1372757,91.9,config_11734075,-0.191117048,39.42268372,11:23
 8 32 32 8 8 8 8 ,104, 4 4 3 6 4 6 4 ,31, 196 196 196 196 196 196 196 ,1372,7,628.9907837,92.54,config_11734076,-3.87766695,325.8338928,15:51
 32 32 32 32 16 32 ,176, 3 6 3 4 4 6 ,26, 32 32 32 32 32 32 ,192,6,21.45530128,91.75,config_11734077,-0.004999749,15.40032196,13:33
 8 16 8 8 16 ,56, 4 3 6 6 4 ,23, 64 64 64 64 64 ,320,5,62.0646553,90.16,config_11734078,-0.157518297,21.31390762,11:08
 32 16 16 32 ,96, 6 3 4 3 ,16, 64 64 64 64 ,256,4,79.18283081,92.7,config_11734079,-0.013435718,30.08845901,13:11
 32 32 16 32 32 32 ,176, 4 4 3 3 4 3 ,21, 128 128 128 128 128 128 ,768,6,289.3724976,93.17,config_11734080,-0.641635776,122.5918655,11:54
 32 8 32 16 16 ,104, 3 6 3 6 4 ,22, 128 128 128 128 128 ,640,5,280.700531,93.81,config_11734081,-0.201331615,90.28371429,12:45
 8 8 8 16 32 ,72, 4 3 3 4 4 ,18, 32 32 32 32 32 ,160,5,15.40529251,90.63,config_11734082,-0.121133924,8.723097801,13:36
 32 8 8 16 8 32 ,104, 3 3 6 6 6 3 ,27, 196 196 196 196 196 196 ,1176,6,547.1013794,93.02,config_11734083,-0.584990025,173.2159882,12:25
 32 32 16 32 32 16 ,160, 3 3 6 3 6 6 ,27, 64 64 64 64 64 64 ,384,6,70.45007324,91.9,config_11734084,-0.216231555,40.71607208,13:05
 32 32 8 8 8 8 32 ,128, 6 6 3 6 3 6 6 ,36, 64 64 64 64 64 64 64 ,448,7,98.10198975,92.38,config_11734085,-3.40024519,109.9143219,15:03
 8 16 8 16 ,48, 6 4 6 4 ,20, 196 196 196 196 ,784,4,766.5980225,92.06,config_11734086,-0.804736197,138.7460175,10:37
 32 8 8 16 ,64, 3 4 4 4 ,15, 196 196 196 196 ,784,4,558.524231,92.38,config_11734087,-0.296040714,140.4246368,12:46
 8 16 32 8 8 8 32 ,112, 6 3 3 6 3 4 4 ,29, 32 32 32 32 32 32 32 ,224,7,18.94357681,90.95,config_11734088,-1.067717195,34.62710571,13:18
 16 32 32 32 8 32 ,152, 4 6 6 6 6 4 ,32, 64 64 64 64 64 64 ,384,6,87.31239319,91.43,config_11734089,0.060594916,40.9705925,15:31
 8 16 32 32 16 8 ,112, 6 4 4 3 4 3 ,24, 196 196 196 196 196 196 ,1176,6,756.0472412,92.86,config_11734090,-0.770510972,177.5301819,13:49
 16 32 16 8 ,72, 6 4 6 6 ,22, 196 196 196 196 ,784,4,836.4246826,93.65,config_11734091,-1.216335058,146.6916656,11:19
 32 32 32 32 8 8 8 ,152, 4 3 4 6 4 3 4 ,28, 196 196 196 196 196 196 196 ,1372,7,642.2941284,93.02,config_11734092,-3.912106037,345.8517456,13:31
 32 16 8 32 16 16 ,120, 3 6 3 3 4 4 ,23, 32 32 32 32 32 32 ,192,6,19.84243011,91.27,config_11734093,-0.024098484,13.08318901,13:29
 16 16 16 32 ,80, 6 3 4 4 ,17, 64 64 64 64 ,256,4,73.31613159,91.27,config_11734094,-0.101540059,28.75748062,10:50
 8 16 32 16 ,72, 4 3 6 4 ,17, 196 196 196 196 ,784,4,603.0718994,93.49,config_11734095,-1.450206399,151.2083282,13:07
 16 16 32 8 8 32 16 ,128, 3 3 3 6 6 4 6 ,31, 196 196 196 196 196 196 196 ,1372,7,562.7858887,92.86,config_11734096,-3.791777611,416.2179565,16:09
 16 32 32 8 16 ,104, 3 6 4 6 3 ,22, 128 128 128 128 128 ,640,5,292.1229858,92.7,config_11734097,-0.692691565,88.5062561,11:41
 32 8 32 32 32 16 ,152, 3 3 3 3 4 4 ,20, 196 196 196 196 196 196 ,1176,6,512.7589111,93.81,config_11734098,-1.100486994,193.8589478,13:46
 8 16 32 32 16 ,104, 4 6 3 4 4 ,21, 32 32 32 32 32 ,160,5,19.88599014,91.43,config_11734099,-0.060192931,10.63602638,13:49
 8 8 16 32 ,64, 3 4 6 3 ,16, 128 128 128 128 ,512,4,222.9568481,93.17,config_11734100,-0.149651885,75.92272186,10:49
 8 32 32 16 ,88, 6 3 3 3 ,15, 64 64 64 64 ,256,4,74.39321899,91.27,config_11734101,-0.007302172,26.60263252,11:56
 8 8 16 16 32 8 16 ,104, 6 6 3 6 4 3 3 ,31, 32 32 32 32 32 32 32 ,224,7,22.2201004,90.79,config_11734102,-0.98664552,24.87901497,12:41
 8 32 16 8 16 32 ,112, 4 3 4 6 6 6 ,29, 128 128 128 128 128 128 ,768,6,246.095993,92.86,config_11734103,-0.910922527,97.79003906,15:03
 16 32 8 32 16 ,104, 6 3 4 4 6 ,23, 128 128 128 128 128 ,640,5,304.803894,93.97,config_11734104,-0.036676526,86.28416443,12:36
 32 32 16 32 32 16 16 ,176, 4 3 3 3 4 4 6 ,27, 32 32 32 32 32 32 32 ,224,7,18.83244133,90.95,config_11734105,-0.382021934,35.8617897,12:08
 16 32 32 16 32 8 ,136, 3 3 4 6 6 3 ,25, 64 64 64 64 64 64 ,384,6,63.25935364,92.7,config_11734106,-0.128132507,36.03160095,15:21
 32 32 16 32 8 8 16 ,144, 4 4 4 4 3 3 6 ,28, 64 64 64 64 64 64 64 ,448,7,80.26431274,91.43,config_11734107,-1.100425959,90.78263855,13:46
 16 8 32 8 ,64, 6 6 6 6 ,24, 196 196 196 196 ,784,4,884.3093872,93.02,config_11734108,-0.632471681,141.5626526,10:41
 8 8 16 8 32 16 ,88, 6 6 4 6 3 3 ,28, 128 128 128 128 128 128 ,768,6,328.5522461,93.33,config_11734109,-0.695621073,93.19229889,15:46
 16 32 32 32 16 8 8 ,144, 3 4 4 6 4 4 6 ,31, 64 64 64 64 64 64 64 ,448,7,68.60232544,92.06,config_11734110,-0.564274609,86.03631592,12:51
 16 16 32 8 32 16 ,120, 6 4 6 4 3 4 ,27, 196 196 196 196 196 196 ,1176,6,834.2328491,93.33,config_11734111,-1.454039812,189.8879852,13:51
 32 32 32 32 16 16 32 ,192, 4 4 4 6 6 3 4 ,31, 32 32 32 32 32 32 32 ,224,7,20.81557655,91.43,config_11734112,-0.729327142,34.38903427,11:46
 16 16 16 8 32 8 16 ,112, 3 4 3 6 4 3 3 ,26, 196 196 196 196 196 196 196 ,1372,7,610.5252686,91.75,config_11734113,-4.95761776,372.5240173,14:29
 8 8 32 8 ,56, 3 6 3 3 ,15, 196 196 196 196 ,784,4,600.1088257,91.43,config_11734114,-0.794947863,126.4107285,12:49
 8 16 16 16 16 32 8 ,112, 3 4 3 3 6 3 4 ,26, 128 128 128 128 128 128 128 ,896,7,221.2924805,92.54,config_11734115,-2.888700962,171.9240875,12:47
 16 16 8 32 16 16 ,104, 4 3 3 6 6 4 ,26, 64 64 64 64 64 64 ,384,6,62.47493744,91.27,config_11734116,-0.142581463,32.36410141,16:08
 32 16 32 8 16 8 16 ,128, 3 3 3 4 3 4 4 ,24, 32 32 32 32 32 32 32 ,224,7,16.52406502,91.75,config_11734117,-1.479657412,32.28096008,14:11
 8 32 8 8 ,56, 6 3 4 6 ,19, 32 32 32 32 ,128,4,19.86612511,87.14,config_11734118,-0.065493733,7.471908569,11:44
 8 32 32 8 8 ,88, 3 6 3 6 6 ,24, 32 32 32 32 32 ,160,5,19.66993141,90.95,config_11734119,-0.074087083,8.546802521,12:47
 8 16 16 8 8 ,56, 4 6 4 6 6 ,26, 64 64 64 64 64 ,320,5,74.54445648,90.32,config_11734120,-0.154467687,22.15414429,14:55
 8 16 32 16 ,72, 6 3 3 6 ,18, 32 32 32 32 ,128,4,18.88352203,87.78,config_11734121,-0.159802586,8.952435493,12:08
 8 32 16 16 32 ,104, 4 6 6 6 6 ,28, 196 196 196 196 196 ,980,5,762.9694824,92.06,config_11734122,-0.797862768,162.7770386,13:03
 8 32 32 8 8 32 ,120, 4 4 6 4 4 6 ,28, 128 128 128 128 128 128 ,768,6,277.6738281,92.54,config_11734123,-0.703144908,97.75942993,14:20
 8 8 8 16 ,40, 6 6 6 3 ,21, 64 64 64 64 ,256,4,82.3107605,90.16,config_11734124,0.027440064,20.6017437,11:17
 8 16 32 16 32 ,104, 3 4 4 3 3 ,17, 64 64 64 64 64 ,320,5,58.90190125,91.43,config_11734125,-0.065096632,28.91585922,12:27
 32 16 8 32 8 32 ,128, 4 3 6 4 4 3 ,24, 32 32 32 32 32 32 ,192,6,18.62910271,90.79,config_11734126,-0.055707157,12.98755169,11:55
 16 16 8 16 16 ,72, 6 4 3 6 4 ,23, 64 64 64 64 64 ,320,5,77.58840942,91.43,config_11734127,0.006229493,24.56453514,15:10
 8 16 32 16 8 16 8 ,104, 6 4 6 3 4 6 4 ,33, 32 32 32 32 32 32 32 ,224,7,20.8521843,89.84,config_11734128,-0.531360745,29.97481728,13:44
 8 32 32 8 16 16 ,112, 6 6 3 3 4 3 ,25, 32 32 32 32 32 32 ,192,6,23.58568764,91.9,config_11734129,-0.10733147,10.59779072,12:34
 16 32 32 8 16 8 8 ,120, 6 3 4 3 4 3 6 ,29, 64 64 64 64 64 64 64 ,448,7,79.27838898,91.9,config_11734130,-2.02403307,84.86340332,16:26
 32 32 8 16 ,88, 6 6 4 6 ,22, 128 128 128 128 ,512,4,372.1748657,93.33,config_11734131,-0.591133237,79.71713257,11:54
 16 8 8 16 16 8 ,72, 4 3 6 6 6 6 ,31, 196 196 196 196 196 196 ,1176,6,614.4310303,92.06,config_11734132,-0.416911036,171.7976837,14:41
 32 8 32 32 ,104, 4 4 4 3 ,15, 64 64 64 64 ,256,4,72.5478363,91.9,config_11734133,-0.208850279,33.89295197,18:32
 16 16 32 32 32 32 8 ,168, 4 3 6 3 6 3 4 ,29, 64 64 64 64 64 64 64 ,448,7,67.05412292,91.27,config_11734134,-0.601143658,77.12744141,14:02
 8 16 8 16 ,48, 4 6 6 4 ,20, 128 128 128 128 ,512,4,291.8970642,93.81,config_11734135,-0.331929624,63.28368759,13:24
 16 16 8 16 32 16 16 ,120, 4 6 4 4 6 6 3 ,33, 196 196 196 196 196 196 196 ,1372,7,771.5535889,92.7,config_11734136,-2.415764809,364.0666809,14:14
 16 16 32 32 16 ,112, 6 3 3 4 6 ,22, 32 32 32 32 32 ,160,5,19.51268005,90,config_11734137,-0.096184045,10.98036098,17:02
 32 8 8 16 32 16 ,112, 6 4 6 4 6 4 ,30, 196 196 196 196 196 196 ,1176,6,781.2545166,93.17,config_11734138,-0.657425165,179.5315552,15:25
 32 8 32 16 8 ,96, 4 4 3 3 3 ,17, 64 64 64 64 64 ,320,5,71.33247375,92.22,config_11734139,-0.086861238,30.93894196,13:07
 32 8 16 16 16 32 8 ,128, 4 4 4 4 6 6 6 ,34, 64 64 64 64 64 64 64 ,448,7,72.10131073,91.43,config_11734140,-0.534182906,78.915802,18:51
 16 32 16 16 ,80, 6 6 6 3 ,21, 128 128 128 128 ,512,4,369.1277161,93.65,config_11734141,-0.623609245,85.08349609,14:59
 32 8 8 8 16 ,72, 3 3 3 4 4 ,17, 32 32 32 32 32 ,160,5,15.74800491,90.95,config_11734142,-0.086542904,8.725357056,12:26
 8 32 16 32 ,88, 3 6 4 3 ,16, 128 128 128 128 ,512,4,268.824646,93.81,config_11734143,-0.194715038,82.68782043,12:01
 8 16 16 8 16 8 ,72, 3 6 6 3 4 6 ,28, 128 128 128 128 128 128 ,768,6,267.9348145,92.86,config_11734144,-0.56238234,81.69821167,19:35
 8 8 32 16 16 16 ,96, 6 3 3 4 4 4 ,24, 196 196 196 196 196 196 ,1176,6,656.5803833,92.7,config_11734145,-0.774201632,186.0314636,13:58
 16 8 16 8 16 32 8 ,104, 4 3 3 4 4 4 4 ,26, 196 196 196 196 196 196 196 ,1372,7,580.7019043,92.06,config_11734146,-4.678440571,329.447998,16:57
 8 8 16 8 32 16 ,88, 3 4 3 3 6 6 ,25, 196 196 196 196 196 196 ,1176,6,512.8707886,92.22,config_11734147,-1.382419586,175.1156616,14:00
 8 8 32 16 8 16 ,88, 4 6 6 3 3 4 ,26, 128 128 128 128 128 128 ,768,6,289.5455322,93.81,config_11734148,-0.534724474,91.95079803,18:36
 16 16 8 8 32 32 ,112, 4 6 3 3 6 3 ,25, 196 196 196 196 196 196 ,1176,6,754.5800171,93.02,config_11734149,-1.203808546,179.469162,13:57
 8 32 32 16 32 ,120, 3 3 4 6 3 ,19, 196 196 196 196 196 ,980,5,522.4110107,92.86,config_11734150,-1.015505552,162.4490204,13:20
 16 32 8 32 8 8 8 ,112, 3 6 3 4 6 3 4 ,29, 32 32 32 32 32 32 32 ,224,7,19.82631874,90,config_11734151,-0.737971663,30.30616951,20:09
 8 32 16 16 ,72, 3 6 4 6 ,19, 128 128 128 128 ,512,4,271.880188,93.17,config_11734152,-0.47753644,75.59434509,14:26
 32 8 32 16 16 8 ,112, 3 6 3 3 6 6 ,27, 128 128 128 128 128 128 ,768,6,278.0472412,93.17,config_11734153,-0.254138857,103.9912643,13:45
 32 8 16 32 16 16 16 ,136, 3 3 4 3 4 3 3 ,23, 32 32 32 32 32 32 32 ,224,7,16.2454567,89.68,config_11734154,-0.978900194,26.45763588,16:28
 16 16 8 16 8 ,64, 3 4 3 3 3 ,16, 128 128 128 128 128 ,640,5,232.6299133,93.17,config_11734155,-0.445041537,71.33355713,13:31
 16 32 32 16 32 32 16 ,176, 4 3 6 6 6 3 4 ,32, 64 64 64 64 64 64 64 ,448,7,72.67726898,92.06,config_11734156,-1.31048286,84.30224609,19:35
 16 16 8 8 ,48, 3 4 6 6 ,19, 196 196 196 196 ,784,4,628.4852905,93.17,config_11734157,-0.710214794,135.2115784,13:08
 16 32 16 8 16 16 8 ,112, 6 6 6 3 6 4 3 ,34, 32 32 32 32 32 32 32 ,224,7,24.94184685,90.48,config_11734158,-0.684612989,23.96441269,14:12
 32 8 8 8 ,56, 3 4 4 6 ,17, 64 64 64 64 ,256,4,64.33214569,91.27,config_11734159,-0.229318112,23.47300339,16:00
 32 8 8 32 ,80, 3 4 4 6 ,17, 128 128 128 128 ,512,4,244.1579437,93.65,config_11734160,-0.129640326,83.15840149,11:53
 8 16 32 8 32 32 8 ,136, 6 3 4 6 3 4 3 ,29, 64 64 64 64 64 64 64 ,448,7,71.92191315,92.06,config_11734161,-0.59853816,63.62667847,15:34
 32 32 8 16 ,88, 4 4 4 4 ,16, 196 196 196 196 ,784,4,669.7252197,93.17,config_11734162,-0.744320631,145.355484,16:39
 16 16 32 16 16 32 16 ,144, 4 6 4 4 4 6 3 ,31, 64 64 64 64 64 64 64 ,448,7,78.68075562,92.38,config_11734163,-0.846499085,75.98171997,13:30
 16 16 16 32 32 32 8 ,152, 3 4 3 3 6 3 3 ,25, 128 128 128 128 128 128 128 ,896,7,238.9227448,93.49,config_11734164,-1.626317501,176.2661896,15:38
 32 8 32 16 8 ,96, 4 3 4 3 3 ,17, 32 32 32 32 32 ,160,5,17.81622696,89.84,config_11734165,-0.120315805,11.35855675,12:21
 32 32 8 32 ,104, 6 3 6 3 ,18, 64 64 64 64 ,256,4,86.12651062,93.17,config_11734166,0.055721663,28.97216797,16:31
 32 16 16 8 8 ,80, 4 4 3 4 6 ,21, 64 64 64 64 64 ,320,5,73.59255219,92.22,config_11734167,-0.271824062,27.16324997,13:12
 32 32 16 32 16 ,128, 3 3 4 3 6 ,19, 64 64 64 64 64 ,320,5,67.71636963,92.7,config_11734168,-0.119642608,33.98016739,12:40
 8 32 16 16 32 ,104, 4 3 4 6 4 ,21, 32 32 32 32 32 ,160,5,17.47295761,90.32,config_11734169,-0.140500009,9.645776749,17:14
 16 8 8 8 ,40, 4 4 3 4 ,15, 196 196 196 196 ,784,4,612.3953857,93.02,config_11734170,-0.548288047,125.5516281,12:07
 16 8 16 32 ,72, 4 4 3 4 ,15, 32 32 32 32 ,128,4,17.22112465,88.41,config_11734171,-0.031604253,9.400178909,11:46
 16 8 8 32 16 16 ,96, 3 6 6 3 3 6 ,27, 128 128 128 128 128 128 ,768,6,272.1574707,92.22,config_11734172,-0.177819207,104.9099426,17:24
 32 8 16 16 16 16 8 ,112, 4 3 4 3 3 4 4 ,25, 128 128 128 128 128 128 128 ,896,7,251.4125214,92.38,config_11734173,-2.088458061,178.9805908,18:57
 16 16 8 32 16 ,88, 3 4 3 4 3 ,17, 64 64 64 64 64 ,320,5,59.72490692,92.38,config_11734174,-0.104475319,28.62559128,12:47
 16 32 16 32 ,96, 6 3 4 4 ,17, 64 64 64 64 ,256,4,78.36714172,93.02,config_11734175,-0.082187496,30.25916672,11:19
 32 8 8 8 8 8 ,72, 3 4 6 6 3 3 ,25, 196 196 196 196 196 196 ,1176,6,590.1707764,92.22,config_11734176,-0.74796617,152.5186615,16:45
 16 16 32 16 16 32 ,128, 6 3 4 4 4 3 ,24, 196 196 196 196 196 196 ,1176,6,763.4239502,93.33,config_11734177,-0.851885319,196.7874298,18:46
 32 32 32 16 ,112, 6 4 3 6 ,19, 128 128 128 128 ,512,4,342.5995483,92.54,config_11734178,-0.952876985,92.05030823,12:12
 8 8 32 32 16 8 ,104, 3 4 6 4 3 4 ,24, 128 128 128 128 128 128 ,768,6,230.1779022,93.65,config_11734179,-0.133455873,99.37120056,15:40
 16 8 32 8 8 ,72, 4 4 3 3 6 ,20, 64 64 64 64 64 ,320,5,64.87794495,90.16,config_11734180,-0.197891742,25.27643967,12:15
 8 16 32 16 ,72, 6 6 6 3 ,21, 64 64 64 64 ,256,4,87.05023193,91.9,config_11734181,-0.015963003,26.04825783,16:31
 32 32 32 8 16 ,120, 4 3 6 3 4 ,20, 32 32 32 32 32 ,160,5,19.89708138,91.43,config_11734182,-0.123706192,10.76686478,12:41
 32 8 32 8 ,80, 3 4 6 3 ,16, 128 128 128 128 ,512,4,256.0050354,92.22,config_11734183,-0.197254002,79.85112,11:45
 8 16 32 8 ,64, 6 4 6 4 ,20, 64 64 64 64 ,256,4,78.39277649,91.9,config_11734184,-0.228467971,23.91415596,16:15
 8 32 16 16 8 16 ,96, 4 4 3 4 6 3 ,24, 128 128 128 128 128 128 ,768,6,260.8719177,93.17,config_11734185,-0.576436043,90.47911072,14:34
 32 8 32 32 ,104, 4 3 4 3 ,14, 196 196 196 196 ,784,4,585.241272,92.86,config_11734186,-0.605248332,150.8373413,12:50
 16 8 8 32 32 16 32 ,144, 3 6 3 6 3 3 3 ,27, 196 196 196 196 196 196 196 ,1372,7,650.5693359,92.22,config_11734187,-2.977775574,350.9153748,19:19
 32 8 32 8 32 32 8 ,152, 3 3 4 4 4 3 4 ,25, 32 32 32 32 32 32 32 ,224,7,16.5071888,91.9,config_11734188,-1.100100875,28.00355911,14:16
 32 16 32 8 32 16 ,136, 6 3 6 3 4 4 ,26, 32 32 32 32 32 32 ,192,6,21.54037666,91.27,config_11734189,-0.149243981,12.97729969,15:41
 16 16 32 8 32 ,104, 3 3 3 3 3 ,15, 128 128 128 128 128 ,640,5,218.5063782,94.29,config_11734190,-0.594821453,84.9498291,12:51
 16 32 16 8 8 32 ,112, 6 4 4 3 4 3 ,24, 196 196 196 196 196 196 ,1176,6,807.5884399,93.02,config_11734191,-0.932382584,178.3857422,18:35
