mlp_ratio,sum_mlp_ratio,num_heads,sum_num_heads,embed_dim,sum_embed,layer_num,dss score,retrain accuracy100,resultfilename2,grasp score,snip score,training time
 16 8 16 16 8 ,64, 6 6 4 6 6 ,28, 128 128 128 128 128 ,640,5,345.4878235,92.54,config_11734192,-0.618897498,78.04755402,13:55
 32 32 32 8 ,104, 3 6 4 4 ,17, 64 64 64 64 ,256,4,82.74787903,92.38,config_11734193,-0.097167477,30.27746773,12:04
 32 8 8 8 ,56, 4 3 4 3 ,14, 64 64 64 64 ,256,4,64.96977997,91.43,config_11734194,-0.209552854,22.64494705,11:53
 32 16 16 8 16 ,88, 3 3 6 3 6 ,21, 196 196 196 196 196 ,980,5,586.6102295,92.54,config_11734195,-0.370376319,157.8089905,17:05
 16 8 8 32 16 8 ,88, 4 6 3 6 4 4 ,27, 128 128 128 128 128 128 ,768,6,289.450531,91.27,config_11734196,-0.347418576,95.69615173,12:45
 8 16 32 8 16 16 ,96, 3 4 3 3 3 3 ,19, 196 196 196 196 196 196 ,1176,6,549.9732666,92.86,config_11734197,-1.34060967,180.7721252,12:54
 32 16 32 8 ,88, 4 4 3 6 ,17, 32 32 32 32 ,128,4,19.13282776,91.11,config_11734198,-0.122537427,9.715007782,15:42
 32 8 16 32 8 32 16 ,144, 6 3 3 6 4 6 6 ,34, 128 128 128 128 128 128 128 ,896,7,301.5240479,92.22,config_11734199,-2.465821266,225.5120392,13:55
 8 8 16 32 32 ,96, 4 3 4 4 3 ,18, 64 64 64 64 64 ,320,5,57.10370255,91.9,config_11734200,-0.142732441,28.10121536,12:54
 16 8 16 16 ,56, 4 4 3 3 ,14, 196 196 196 196 ,784,4,623.3283691,93.65,config_11734201,-0.780303419,151.1353607,12:36
 32 8 8 16 16 16 ,96, 4 6 4 4 3 4 ,25, 32 32 32 32 32 32 ,192,6,21.30230522,92.54,config_11734202,-0.12132556,12.49330807,16:40
 32 8 16 32 8 8 8 ,112, 4 3 4 6 3 4 6 ,30, 128 128 128 128 128 128 128 ,896,7,255.8234863,92.06,config_11734203,-1.799263,192.6575775,15:03
 32 8 16 32 ,88, 4 6 4 3 ,17, 64 64 64 64 ,256,4,80.36347198,93.02,config_11734204,-0.086768761,31.35852242,12:07
 32 32 8 8 32 ,112, 6 3 4 4 4 ,21, 64 64 64 64 64 ,320,5,84.01924133,92.38,config_11734205,-0.068987608,27.57479286,15:55
 8 32 32 8 16 8 32 ,136, 3 4 3 3 6 4 6 ,29, 64 64 64 64 64 64 64 ,448,7,62.94994736,92.06,config_11734206,-4.694808483,103.7321014,18:24
 32 32 32 8 ,104, 6 6 4 6 ,22, 196 196 196 196 ,784,4,907.9998779,93.81,config_11734207,-1.172079325,146.6446381,12:23
 16 32 8 8 8 32 ,104, 4 4 6 6 4 3 ,27, 128 128 128 128 128 128 ,768,6,288.9298096,93.02,config_11734208,-0.675282717,95.43470764,15:10
 32 32 32 8 16 8 ,128, 3 6 3 4 6 4 ,26, 128 128 128 128 128 128 ,768,6,297.8833313,92.22,config_11734209,-0.460892618,101.5383301,16:38
 16 8 16 32 16 32 ,120, 3 4 6 4 4 6 ,27, 196 196 196 196 196 196 ,1176,6,599.9487305,94.13,config_11734210,-1.181154966,197.0302734,13:29
 8 16 32 32 32 ,120, 4 4 6 3 6 ,23, 32 32 32 32 32 ,160,5,18.22067642,92.06,config_11734211,-0.106401384,11.22109413,13:26
 8 16 8 8 8 8 ,56, 6 6 4 3 6 4 ,29, 64 64 64 64 64 64 ,384,6,83.46311188,91.75,config_11734212,-0.116788812,24.85169601,13:09
 8 32 16 16 ,72, 6 6 6 6 ,24, 128 128 128 128 ,512,4,357.1897583,93.65,config_11734213,-0.628170967,80.05680084,15:22
 8 16 16 32 ,72, 4 3 3 6 ,16, 196 196 196 196 ,784,4,575.2269287,93.49,config_11734214,-1.4312433,149.0061493,13:31
 8 8 8 32 ,56, 6 3 3 4 ,16, 32 32 32 32 ,128,4,18.04297638,88.57,config_11734215,-0.055869803,8.507908821,12:16
 8 16 16 16 32 ,88, 4 6 6 6 4 ,26, 196 196 196 196 196 ,980,5,761.4649658,91.75,config_11734216,-0.835699201,162.3335266,16:21
 8 8 32 8 ,56, 3 3 3 3 ,12, 32 32 32 32 ,128,4,14.12817478,87.78,config_11734217,-0.065686226,7.033432484,14:01
 32 32 32 16 ,112, 4 6 4 4 ,18, 32 32 32 32 ,128,4,23.066782,90.32,config_11734218,-0.085761279,11.99475384,11:42
 32 32 8 8 32 16 ,128, 6 4 6 4 6 6 ,32, 32 32 32 32 32 32 ,192,6,23.53870964,90.79,config_11734219,-0.085875124,13.25312996,18:25
 32 32 8 16 16 32 32 ,168, 4 6 3 4 6 6 4 ,33, 128 128 128 128 128 128 128 ,896,7,319.9092407,93.17,config_11734220,-4.446241379,224.2364655,13:56
 16 8 32 16 16 32 8 ,128, 6 4 4 6 3 3 6 ,32, 128 128 128 128 128 128 128 ,896,7,315.4845276,93.97,config_11734221,-0.773669958,194.0764771,15:52
 32 8 32 32 ,104, 6 3 3 3 ,15, 128 128 128 128 ,512,4,299.3088989,92.06,config_11734222,-0.388968468,93.60256195,12:24
 8 32 32 8 16 32 8 ,136, 4 6 4 4 3 6 4 ,31, 196 196 196 196 196 196 196 ,1372,7,729.6661987,92.38,config_11734223,-5.228805542,328.6448669,18:39
 16 16 8 32 32 32 16 ,152, 3 4 6 3 3 4 4 ,27, 128 128 128 128 128 128 128 ,896,7,248.8163757,92.86,config_11734224,-1.302484512,202.68367,16:30
 16 32 32 32 8 32 ,152, 3 6 4 4 4 4 ,25, 32 32 32 32 32 32 ,192,6,20.50760841,91.75,config_11734225,-0.083287403,13.51772308,13:08
 32 8 32 8 ,80, 4 4 4 4 ,16, 32 32 32 32 ,128,4,18.92293167,91.75,config_11734226,-0.105859354,9.576210976,12:32
 32 16 8 16 16 8 32 ,128, 6 4 4 4 6 6 4 ,34, 32 32 32 32 32 32 32 ,224,7,21.82942581,90.32,config_11734227,-1.046462178,39.72839355,17:40
 8 16 32 8 16 32 ,112, 4 6 4 4 3 4 ,25, 64 64 64 64 64 64 ,384,6,75.06574249,91.75,config_11734228,-0.062624425,32.61876297,12:59
 16 8 8 32 8 ,72, 4 4 4 6 6 ,24, 32 32 32 32 32 ,160,5,17.69052505,87.46,config_11734229,-0.057433806,9.581598282,14:19
 8 32 8 16 16 8 ,88, 6 3 4 3 6 6 ,28, 196 196 196 196 196 196 ,1176,6,696.0123291,92.06,config_11734230,-0.719037056,164.1638336,18:10
 16 8 8 8 ,40, 3 4 4 6 ,17, 128 128 128 128 ,512,4,228.4594879,91.9,config_11734231,-0.433226943,62.39257431,11:50
 16 16 32 16 ,80, 4 4 3 3 ,14, 64 64 64 64 ,256,4,67.48314667,91.43,config_11734232,-0.083999924,27.29201889,13:39
 32 32 8 32 16 16 8 ,144, 6 3 6 6 3 6 3 ,33, 32 32 32 32 32 32 32 ,224,7,22.57356644,89.21,config_11734233,-0.509757638,27.89597321,13:34
 8 32 8 32 16 32 ,128, 4 4 3 4 4 3 ,22, 32 32 32 32 32 32 ,192,6,18.01627159,92.06,config_11734234,-0.114259064,12.03864765,17:52
 32 16 32 16 32 16 ,144, 3 4 3 3 6 3 ,22, 64 64 64 64 64 64 ,384,6,67.90561676,91.59,config_11734235,-0.19567138,37.86643982,15:22
 32 8 8 8 32 8 ,96, 6 3 3 3 3 6 ,24, 64 64 64 64 64 64 ,384,6,74.58631897,92.22,config_11734236,-0.148340598,29.04240227,12:43
 16 8 16 16 16 32 8 ,112, 3 6 3 4 4 4 3 ,27, 128 128 128 128 128 128 128 ,896,7,262.2859802,92.54,config_11734237,-1.571634293,166.3239441,19:27
 8 16 8 16 32 16 ,96, 3 3 6 3 6 3 ,24, 32 32 32 32 32 32 ,192,6,15.29318428,90.79,config_11734238,-0.164346337,10.86354923,13:58
 32 32 32 32 32 8 ,168, 6 3 4 4 4 4 ,25, 196 196 196 196 196 196 ,1176,6,763.4275513,92.86,config_11734239,-0.556018114,181.5194702,13:43
 16 16 16 8 16 ,72, 3 4 3 4 4 ,18, 32 32 32 32 32 ,160,5,16.16552353,90.63,config_11734240,-0.101995334,7.823022366,13:37
 16 16 32 16 8 16 ,104, 3 3 3 6 4 6 ,25, 196 196 196 196 196 196 ,1176,6,563.4797974,93.49,config_11734241,-0.809694946,193.7496643,13:22
 8 16 8 8 16 ,56, 4 6 3 3 4 ,20, 128 128 128 128 128 ,640,5,277.3289795,92.22,config_11734242,-0.503566027,60.24128723,16:00
 16 8 32 32 8 ,96, 4 6 4 4 6 ,24, 196 196 196 196 196 ,980,5,734.9177856,91.75,config_11734243,-0.467030823,158.7757721,12:52
 16 8 16 8 8 16 8 ,80, 6 6 4 3 6 4 3 ,32, 64 64 64 64 64 64 64 ,448,7,84.35180664,93.65,config_11734244,-1.37326014,64.22050476,15:12
 8 16 16 16 16 32 ,104, 3 4 6 3 4 6 ,26, 64 64 64 64 64 64 ,384,6,60.29055786,92.38,config_11734245,-0.072767511,34.18651581,17:35
 8 16 8 16 32 16 ,96, 6 3 3 3 6 4 ,25, 64 64 64 64 64 64 ,384,6,68.42558289,91.27,config_11734246,-0.20248881,29.51044846,13:14
 32 32 32 32 8 8 ,144, 4 6 6 6 4 4 ,30, 196 196 196 196 196 196 ,1176,6,810.9054565,93.65,config_11734247,-0.857425094,181.4154663,13:27
 8 32 32 16 32 ,120, 4 4 4 3 4 ,19, 196 196 196 196 196 ,980,5,630.7600098,93.33,config_11734248,-0.967339516,160.4670868,16:27
 16 32 32 8 16 8 ,112, 6 3 4 4 3 6 ,26, 196 196 196 196 196 196 ,1176,6,761.0407715,92.7,config_11734249,-0.698743343,174.3166199,13:23
 32 16 32 16 8 ,104, 4 4 3 3 3 ,17, 128 128 128 128 128 ,640,5,281.0390015,93.81,config_11734250,-0.655686915,88.9243927,14:46
 8 16 8 32 32 ,96, 3 3 3 3 4 ,16, 128 128 128 128 128 ,640,5,196.6500702,93.33,config_11734251,-0.324790239,79.62610626,12:46
 8 8 16 32 16 8 ,88, 4 4 4 6 6 6 ,30, 128 128 128 128 128 128 ,768,6,247.6618652,93.02,config_11734252,-0.333792567,92.42053223,17:18
 32 32 8 8 ,80, 4 6 4 6 ,20, 196 196 196 196 ,784,4,768.585144,92.54,config_11734253,-1.052998424,136.3221283,14:13
 32 32 8 8 16 16 ,112, 6 3 6 4 6 4 ,29, 64 64 64 64 64 64 ,384,6,86.65498352,92.22,config_11734254,-0.040737115,31.09799194,13:12
 8 8 16 16 ,48, 3 4 4 6 ,17, 196 196 196 196 ,784,4,529.0876465,92.54,config_11734255,-0.789426446,145.4537354,16:11
 8 32 32 8 ,80, 3 4 6 6 ,19, 196 196 196 196 ,784,4,590.1271362,93.49,config_11734256,-1.018735528,139.4969025,13:18
 8 8 8 32 16 ,72, 3 4 6 6 6 ,25, 32 32 32 32 32 ,160,5,16.30250168,89.21,config_11734257,-0.078566879,9.570450783,11:58
 8 16 8 8 32 8 16 ,96, 3 6 6 3 3 4 4 ,29, 64 64 64 64 64 64 64 ,448,7,68.58067322,90.95,config_11734258,-2.415023804,81.78437805,14:05
 8 32 16 16 32 ,104, 3 6 3 6 4 ,22, 128 128 128 128 128 ,640,5,269.4559021,93.49,config_11734259,-0.449286938,83.87160492,16:16
 32 8 16 32 8 32 ,128, 3 6 6 3 4 4 ,26, 32 32 32 32 32 32 ,192,6,20.60850143,89.37,config_11734260,-0.010590557,13.65264893,13:02
 8 16 16 8 ,48, 6 4 3 3 ,16, 128 128 128 128 ,512,4,294.2107239,93.49,config_11734261,-0.338884056,64.01314545,12:59
 8 16 16 8 ,48, 4 3 3 3 ,13, 64 64 64 64 ,256,4,57.6533699,90,config_11734262,-0.17970255,20.12303925,16:40
 32 32 8 16 ,88, 4 6 6 3 ,19, 196 196 196 196 ,784,4,784.821106,93.33,config_11734263,-0.4789671,147.8541565,12:36
 8 32 8 16 8 ,72, 6 4 3 4 4 ,21, 64 64 64 64 64 ,320,5,78.72106934,91.11,config_11734264,-0.005153114,23.47494125,11:57
 16 16 8 16 32 8 32 ,128, 3 6 4 4 4 4 4 ,29, 64 64 64 64 64 64 64 ,448,7,69.95095825,93.33,config_11734265,-2.789787054,91.06434631,14:05
 32 32 32 16 8 ,120, 3 6 4 6 6 ,25, 128 128 128 128 128 ,640,5,304.6832886,93.33,config_11734266,-0.659762263,95.34854126,16:21
 16 16 8 16 ,56, 3 4 6 4 ,17, 32 32 32 32 ,128,4,16.91988182,88.57,config_11734267,-0.109890923,8.673617363,11:28
 8 16 32 8 32 32 ,128, 6 3 6 3 3 4 ,25, 128 128 128 128 128 128 ,768,6,292.5196533,92.06,config_11734268,-0.879626632,106.5352478,13:07
 16 32 8 32 16 8 16 ,128, 4 6 3 4 3 3 4 ,27, 32 32 32 32 32 32 32 ,224,7,21.22387695,90,config_11734269,-0.900898814,30.61754799,14:01
 32 32 32 8 ,104, 6 6 3 3 ,18, 196 196 196 196 ,784,4,887.8362427,93.33,config_11734270,-1.161429048,144.2198486,16:38
 8 8 8 8 8 32 ,72, 3 3 4 6 4 4 ,24, 64 64 64 64 64 64 ,384,6,50.08860397,91.59,config_11734271,-0.393004566,27.19601059,13:28
 32 32 16 8 ,88, 3 3 4 6 ,16, 196 196 196 196 ,784,4,567.118103,94.13,config_11734272,-0.737520099,145.9315796,12:11
 8 8 8 8 ,32, 4 6 4 4 ,18, 128 128 128 128 ,512,4,271.2727661,93.17,config_11734273,-0.228177249,52.65049744,15:23
 32 8 32 32 32 ,136, 4 3 6 4 6 ,23, 64 64 64 64 64 ,320,5,70.70998383,91.27,config_11734274,-0.272320867,36.18430328,12:43
 16 16 32 16 ,80, 6 4 6 6 ,22, 196 196 196 196 ,784,4,838.4280396,93.65,config_11734275,-0.856589854,159.5769806,13:12
 32 32 8 8 16 32 ,128, 6 3 4 6 4 3 ,26, 196 196 196 196 196 196 ,1176,6,756.4431763,93.97,config_11734276,-1.234604836,178.0999603,15:57
 16 16 16 32 16 8 ,104, 3 4 4 3 3 3 ,20, 196 196 196 196 196 196 ,1176,6,612.557373,93.17,config_11734277,-0.867016435,184.6960602,13:24
 16 8 16 16 8 ,64, 4 6 4 4 3 ,21, 196 196 196 196 196 ,980,5,732.5544434,92.06,config_11734278,-0.482752085,158.2947998,12:52
 32 8 8 32 8 32 16 ,136, 4 3 4 4 3 3 6 ,27, 64 64 64 64 64 64 64 ,448,7,66.21311951,91.9,config_11734279,-0.49369812,82.34486389,13:42
 16 16 16 16 ,64, 6 4 3 4 ,17, 196 196 196 196 ,784,4,798.0319214,93.49,config_11734280,-0.84116888,156.817749,14:29
 8 8 8 32 ,56, 6 3 3 6 ,18, 128 128 128 128 ,512,4,264.3149109,92.54,config_11734281,-0.175231844,73.1128006,13:23
 8 32 16 16 8 32 8 ,120, 4 3 6 3 3 3 3 ,25, 32 32 32 32 32 32 32 ,224,7,17.83678055,90.48,config_11734282,-0.850708485,23.1765995,13:29
 16 16 32 32 8 16 16 ,136, 6 6 3 3 3 6 3 ,30, 196 196 196 196 196 196 196 ,1372,7,894.3725586,92.38,config_11734283,-1.020731449,368.1664429,20:03
 8 16 8 32 16 32 ,112, 6 3 4 4 3 4 ,24, 196 196 196 196 196 196 ,1176,6,696.7437134,91.59,config_11734284,-1.012947083,180.5601654,15:26
 8 8 32 8 32 32 8 ,128, 6 3 6 6 6 6 4 ,37, 128 128 128 128 128 128 128 ,896,7,288.111084,93.17,config_11734285,-3.438883781,182.2674255,13:19
 8 32 32 8 16 32 ,128, 4 3 6 6 6 3 ,28, 32 32 32 32 32 32 ,192,6,18.36696434,91.43,config_11734286,-0.161693603,10.95227623,16:12
 8 16 16 16 16 8 8 ,88, 6 6 3 3 4 6 6 ,34, 64 64 64 64 64 64 64 ,448,7,82.97149658,91.75,config_11734287,-1.122630477,72.09470367,19:19
 32 32 32 8 8 8 ,120, 3 6 6 4 4 4 ,27, 128 128 128 128 128 128 ,768,6,311.0916443,92.7,config_11734288,-0.372593939,99.08905029,12:38
 32 16 16 8 8 32 ,112, 4 6 3 6 3 3 ,25, 64 64 64 64 64 64 ,384,6,83.20139313,91.59,config_11734289,-0.034397684,33.0594902,14:23
 16 8 32 16 32 16 ,120, 6 4 4 6 6 3 ,29, 32 32 32 32 32 32 ,192,6,20.80186653,91.27,config_11734290,-0.21134387,12.42089653,13:29
 32 8 32 32 16 16 8 ,144, 6 3 6 4 6 3 4 ,32, 64 64 64 64 64 64 64 ,448,7,80.85166168,91.59,config_11734291,-0.02965796,75.01203156,17:52
 32 8 16 16 16 16 8 ,112, 3 6 6 4 6 4 6 ,35, 64 64 64 64 64 64 64 ,448,7,76.5868988,90.48,config_11734292,-0.999552727,81.75894165,14:21
 8 16 32 32 ,88, 6 6 4 3 ,19, 32 32 32 32 ,128,4,22.74070549,89.21,config_11734293,-0.045946196,10.41653252,11:31
 16 32 8 16 8 ,80, 6 4 6 6 4 ,26, 196 196 196 196 196 ,980,5,830.1584473,92.38,config_11734294,-0.440665901,150.357605,17:54
 8 8 32 16 8 ,72, 4 4 3 3 4 ,18, 196 196 196 196 196 ,980,5,577.8815918,92.54,config_11734295,-1.009417415,146.3891449,12:36
 32 8 32 8 ,80, 4 4 3 4 ,15, 196 196 196 196 ,784,4,624.359314,93.97,config_11734296,-0.619609118,137.4502563,13:02
 32 8 32 8 16 8 ,104, 6 3 4 4 4 4 ,25, 64 64 64 64 64 64 ,384,6,77.77703857,91.27,config_11734297,-0.192427009,31.43031311,17:25
 32 32 32 8 16 ,120, 3 3 4 3 3 ,16, 196 196 196 196 196 ,980,5,560.513916,91.9,config_11734298,-0.328524172,156.1434784,12:48
 8 8 8 16 16 ,56, 4 6 3 3 6 ,22, 128 128 128 128 128 ,640,5,268.4147339,92.86,config_11734299,-0.265957922,65.0872879,13:27
 32 8 32 8 16 16 ,112, 4 3 6 6 6 4 ,29, 32 32 32 32 32 32 ,192,6,18.78423309,91.11,config_11734300,-0.163988978,11.82627869,13:12
 16 8 32 32 8 8 16 ,120, 6 4 3 4 4 6 3 ,30, 32 32 32 32 32 32 32 ,224,7,20.31985092,89.37,config_11734301,-0.811255217,25.80968285,14:51
 32 32 16 8 ,88, 4 3 4 6 ,17, 196 196 196 196 ,784,4,635.6986694,93.33,config_11734302,-1.120481849,145.2601318,16:11
 8 8 8 32 16 8 16 ,96, 6 6 4 6 3 3 6 ,34, 128 128 128 128 128 128 128 ,896,7,326.368103,92.86,config_11734303,-4.601246834,221.1711884,13:29
 32 8 32 16 32 16 8 ,144, 3 4 4 6 4 6 4 ,31, 32 32 32 32 32 32 32 ,224,7,17.85284424,90.79,config_11734304,-0.89292562,32.00434875,15:05
 8 16 16 32 16 32 32 ,152, 4 4 6 3 6 4 3 ,30, 196 196 196 196 196 196 196 ,1372,7,657.2680054,93.17,config_11734305,-3.234012365,377.2415771,20:07
 16 16 32 8 32 16 16 ,136, 3 4 6 6 3 6 3 ,31, 128 128 128 128 128 128 128 ,896,7,258.5734558,92.54,config_11734306,-2.733164072,199.8969879,14:03
 8 32 8 32 ,80, 6 6 6 6 ,24, 196 196 196 196 ,784,4,870.1903076,93.02,config_11734307,-0.501455784,141.2031097,13:55
 16 8 8 32 16 16 16 ,112, 4 3 6 3 3 3 4 ,26, 32 32 32 32 32 32 32 ,224,7,16.92994499,90.63,config_11734308,-0.941981673,27.8792038,13:12
 16 16 32 8 ,72, 3 4 3 3 ,13, 196 196 196 196 ,784,4,595.7335815,93.97,config_11734309,-0.839303374,144.5547638,17:11
 8 8 16 8 ,40, 4 3 3 3 ,13, 64 64 64 64 ,256,4,54.73575592,90.63,config_11734310,-0.18694374,18.81822205,12:31
 8 16 16 16 ,56, 3 6 3 3 ,15, 32 32 32 32 ,128,4,17.9812088,87.62,config_11734311,-0.096750736,8.00322628,12:09
 32 8 16 16 ,72, 3 4 4 3 ,14, 64 64 64 64 ,256,4,64.06450653,91.43,config_11734312,-0.036510482,27.74189186,15:20
 16 32 16 32 ,96, 6 6 3 6 ,21, 64 64 64 64 ,256,4,92.2784729,91.59,config_11734313,-0.081682555,30.33095169,11:01
 32 8 8 8 16 8 ,80, 3 4 4 4 6 4 ,25, 64 64 64 64 64 64 ,384,6,64.38404846,91.43,config_11734314,-0.309148639,28.56708908,12:47
 16 16 8 8 ,48, 3 4 6 3 ,16, 128 128 128 128 ,512,4,244.9291687,93.17,config_11734315,-0.462305874,64.65840149,12:19
 8 8 8 8 8 8 ,48, 4 3 6 6 6 6 ,31, 32 32 32 32 32 32 ,192,6,16.55411148,91.43,config_11734316,-0.104988486,8.876226425,17:07
 16 16 8 8 16 8 ,72, 4 4 6 6 6 6 ,32, 32 32 32 32 32 32 ,192,6,18.64128494,91.9,config_11734317,-0.11910484,10.02365398,12:34
 32 8 16 16 16 ,88, 4 3 3 4 4 ,18, 128 128 128 128 128 ,640,5,248.10289,93.65,config_11734318,-0.139313161,80.789505,12:14
